"fecha","SPY","EFA","IJS","EEM","AGG"
"2016-08-31",0.00119682748822036,0.00532692235331211,0.0112613336029499,0.00879852343881282,-0.00215554231575776
"2016-09-30",5.76601844279878e-05,0.013279184123177,0.00861470797693498,0.0248730217192366,0.000515923751685854
"2016-10-31",-0.0174889202888489,-0.0224038862106384,-0.0381349229404928,-0.00831248051480937,-0.00820553915140376
"2016-11-30",0.0361761489797878,-0.0179742288257243,0.125246252039766,-0.0451618257262991,-0.0259896052045256
"2016-12-31",0.0200690997351725,0.02670280497051,0.0314922455855982,-0.00252996373491898,0.00253796329399592
"2017-01-31",0.0177365973910186,0.0323817542913152,-0.0121440562902215,0.0644315291368764,0.00212632769658949
"2017-02-28",0.0385390906582836,0.0118365519730537,0.0134287624295162,0.017257799939209,0.00643807302448263
"2017-03-31",0.00124931055321476,0.0318056522500538,-0.0065334924263194,0.0361886705841132,-0.000552838085555507
"2017-04-30",0.00987718460041265,0.0239521387403876,0.0051079518951358,0.0168666627407563,0.00902894362302664
"2017-05-31",0.0140141007112042,0.0348103840751643,-0.0228625272547474,0.0280599209397421,0.00684781966255343
"2017-06-30",0.00635464319090762,0.00295612017107594,0.0291517202798914,0.00922378736504692,-0.000182929195404746
"2017-07-31",0.0203459825516035,0.0261876747330283,0.00748122275130658,0.0565946442476006,0.00333458460563474
"2017-08-31",0.00291331004956952,-0.000448200663030196,-0.0275641934071844,0.023243747259694,0.0093691259004709
"2017-09-30",0.0199490561467792,0.0233426644989283,0.0823214877823286,-0.000446029988597552,-0.00573236381900788
"2017-10-31",0.0232906739736745,0.0166538140624728,0.00591646309744842,0.0322782651081939,0.000978181344384765
"2017-11-30",0.0301082194760003,0.00686994579991129,0.0369130013396335,-0.00389693216752551,-0.00148448798119816
"2017-12-31",0.0120549406493291,0.0133983610282864,-0.0037309477853551,0.0369253372941705,0.00474053812138298
"2018-01-31",0.0548284196627806,0.0489865663438502,0.0131960934970232,0.0797163178050715,-0.0113143873382366
"2018-02-28",-0.0370380435992006,-0.0495558233629589,-0.0412607785680486,-0.0607961703093221,-0.0101382683454361
"2018-03-31",-0.0277931757874228,-0.00843160290989298,0.013534518197484,0.00539963118620568,0.00668891094672031
"2018-04-30",0.00515461803780948,0.0150980748932414,0.017481030839682,-0.0285733378908533,-0.00945526093197646
"2018-05-31",0.0240184474005032,-0.0191242941642638,0.0570387808026398,-0.0265643714324653,0.00659669064488266
"2018-06-30",0.00573429096507994,-0.0159679078644159,0.00796516052254326,-0.0465225925430963,0.00102575003746797
"2018-07-31",0.0363773495655524,0.0281209537816283,0.0258169345830961,0.0347009665524212,-0.000291813917368877
"2018-08-31",0.0314208856822695,-0.0226113924803055,0.0309127108160983,-0.0384003856204775,0.00566406019806909
"2018-09-30",0.00592766938473677,0.00960623527341076,-0.0310220492883104,-0.00580782062792551,-0.00621727668550953
"2018-10-31",-0.0716079456375436,-0.0848341711688083,-0.104675291971319,-0.0916822002573481,-0.00646087629525205
"2018-11-30",0.0183791834060756,0.00495084037826654,0.00570407943018125,0.0478657013869213,0.0076858689672008
"2018-12-31",-0.0921681546345097,-0.0549816888680366,-0.132287965918772,-0.0355121716538425,0.0196179152251155
"2019-01-31",0.0770217269896012,0.0642406774224109,0.115614996409572,0.0984242765067012,0.00906808831022587
"2019-02-28",0.0319014324059408,0.0250505347632233,0.0405167866400014,-0.0154318077373827,-0.00113865254579526
"2019-03-31",0.0179387290488231,0.00913815286849262,-0.0399203684093914,0.0112465516637075,0.0210034391899265
"2019-04-30",0.040040299661249,0.0288729638750587,0.0422690707029805,0.0232594872337333,-0.00200584365905776
"2019-05-31",-0.0658958502644884,-0.0516399642853154,-0.105136918474001,-0.0761238363150438,0.0189286109681861
"2019-06-30",0.0672720401097848,0.0574348517573537,0.07379724532555,0.0602271770732479,0.0109261412468102
"2019-07-31",0.0150060780981187,-0.019665769786422,0.0129029833826788,-0.0269268394307991,0.00181627957970143
"2019-08-31",-0.0168848663436529,-0.0194272285032748,-0.0527800730954366,-0.0385601480410198,0.0274477360095879
"2019-09-30",0.0192709616330458,0.0311503421113812,0.054208757739266,0.0167783038469191,-0.00613990504602402
"2019-10-31",0.0218638017935513,0.0333286663570651,0.0198427951337159,0.0409884668524998,0.00207921262795807
"2019-11-30",0.0355588713470461,0.0112097764753143,0.0267286442939616,-0.000940028513883195,-0.000345643213733204
"2019-12-31",0.0286409970038335,0.0295142090895588,0.0279949949281937,0.0744603968484041,-0.000468014816256357
"2020-01-31",-0.000403847487146614,-0.0286319705518245,-0.0651358794354602,-0.0634842844708383,0.0200869450296528
"2020-02-29",-0.0824750709949367,-0.0808333623566688,-0.107013884048447,-0.0384894875201209,0.0157225695609577
"2020-03-31",-0.133384499793987,-0.152064096106661,-0.29785023540984,-0.171618833721616,-0.00528196146748527
"2020-04-30",0.119544707587914,0.0565450927587259,0.130048328273476,0.0709636665981068,0.0170450097038275
"2020-05-31",0.0465450356428079,0.0528474844065641,0.0251598147985601,0.0293149873756224,0.00670284044749625
"2020-06-30",0.017578719130019,0.0345097276853776,0.0352150413643133,0.0639595657119045,0.00656907486630942
"2020-07-31",0.0572234886495941,0.0191999734777646,0.0254279672550917,0.0792922344454743,0.0132436250125005
"2020-08-31",0.0674688501611884,0.0461392180784381,0.0494571543250597,0.0284658849214567,-0.00826920818575072
"2020-09-30",-0.0381626368933699,-0.0206802415597309,-0.0533345293087635,-0.0101547124987418,-0.000974141500686976
"2020-10-31",-0.0252498767938354,-0.0361523307785507,0.0359416153684213,0.013964127554206,-0.00559869090536136
"2020-11-30",0.103257701527172,0.133388861148662,0.175732988654028,0.0860975919914844,0.0119950845891994
"2020-12-31",0.036378183188714,0.0489367158272014,0.0722840026008003,0.0688679582358254,0.000857414783602017
"2021-01-31",-0.0102425685160412,-0.00784309050772158,0.0606027727767247,0.0312466772701283,-0.0074737798131661
"2021-02-28",0.0274257625729453,0.0221321162966195,0.102555095314848,0.00784754881181238,-0.0152976569259415
"2021-03-31",0.0443991812958284,0.0248210095385426,0.054641929922691,-0.00728502040438617,-0.0115295986514887
"2021-04-30",0.0515581981524553,0.0290968811851107,0.0167343780783833,0.0119270856930433,0.00729344235193441
"2021-05-31",0.00654452915943349,0.0342298267381569,0.0382102916437619,0.0163531036456139,0.00203606468298378
"2021-06-30",0.0221799863058765,-0.0108383768030098,-0.00717290835481865,0.00945923201490961,0.00824548663453495
"2021-07-31",0.0241190335235952,0.00770333430861925,-0.0446114181051911,-0.0665350986918911,0.0111035002429247
"2021-08-31",0.0293256333012266,0.0143635642825526,0.0180841461704624,0.0155757457524159,-0.00200545632912963
"2021-09-30",-0.0477263717807208,-0.0331576252697214,-0.0146465597484795,-0.0395032094378291,-0.0092141936873773
"2021-10-31",0.0678114357116151,0.0312957708326485,0.0282065371750333,0.0106616756651996,-8.73754211463407e-05
"2021-11-30",-0.00806728582076488,-0.0464077361662962,-0.0265196018923204,-0.0417062160208781,0.00270454821632082
"2021-12-31",0.0477335424035852,0.0438620914644989,0.0408899639405123,0.0198591514037321,-0.00324281461483888
